14	7511876.967	4692124.698	616.566	PERDHESE
15	7511876.655	4692121.886	616.492	SHKALLA
16	7511874.868	4692122.074	616.5	SHKALLA
17	7511874.585	4692118.959	616.503	SHKALLA
18	7511874.317	4692118.799	616.506	PERDHES-TERAS
19	7511873.385	4692117.39	616.407	PERDHES-TERAS
20	7511874.233	4692115.148	616.375	PERDHES-TERAS
21	7511876.032	4692114.494	616.345	PERDHES-TERAS
22	7511876.032	4692114.494	616.345	PERDHESE
23	7511877.229	4692127.619	618.803	PERDHESE
24	7511876.962	4692124.713	618.325	PERDHESE
25	7511876.032	4692114.567	618.988	PERDHESE
26	7511885.857	4692123.914	622.355	PERDHESE
27	7511886.228	4692123.884	622.348	PERDHESE
